,name,crn,address1,address2,postTown,county,country,postcode,category,status,origin,accounts_lastMadeUpDate,accountCategory,returns_lastMadeUpDate,sic1,sic2,sic3,sic4,POSTCODE,POSTCODE2,POSTCODE_PCDS,LAT,LONG,LEP1,LEP2,COUNTY_CODE,COUNTY_DIST_CODE,WARD_CODE,website
585,SCARMAC LIMITED,04092488,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,13/10/2015,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
586,SCARNOV (UK) LIMITED,07185144,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,10/03/2016,"46370 - Wholesale of coffee, tea, cocoa and spices",,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
587,SCOSIM LIMITED,02126830,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,05/10/2015,64929 - Other credit granting n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
588,SDG (BOSTON) LIMITED,07123954,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
589,SDG (CONGLETON) LIMITED,07123845,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
590,SDG (GLOSSOP) LIMITED,07123912,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
591,SDG (NEWPORT) LIMITED,07123857,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
592,SDG (PRESTON) LIMITED,07123977,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
593,SDG (RHYL) LIMITED,07123937,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
594,SDG (STOCKPORT) LIMITED,07123925,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
595,SDG (WIGAN) LIMITED,07123900,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,13/01/2016,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
596,SDG CALEDONIA (RESIDENTIAL) LIMITED,05985743,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,01/11/2015,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
597,SDG IRELAND LIMITED,03930266,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Liquidation,United Kingdom,29/02/2016,FULL,16/02/2016,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
598,SDG MANAGEMENT LIMITED,05998964,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Liquidation,United Kingdom,31/12/2016,TOTAL EXEMPTION FULL,15/11/2015,68320 - Management of real estate on a fee or contract basis,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
599,SDG NEWCO LIMITED,08290036,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,DORMANT,12/11/2015,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
600,SDG PROPERTY HOLDINGS LIMITED,04539814,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,YORKSHIRE,,YO11 2AQ,Private Limited Company,Liquidation,United Kingdom,29/02/2016,TOTAL EXEMPTION FULL,19/09/2015,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
601,SEASIDE 1 LIMITED,05998299,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Liquidation,United Kingdom,29/02/2016,FULL,14/11/2015,99999 - Dormant Company,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
602,SHEAF MANAGEMENT LIMITED,05996126,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,30/09/2016,FULL,21/02/2016,68320 - Management of real estate on a fee or contract basis,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
603,SHEFFIELD DIGITAL CAMPUS LIMITED,05000077,"EUROPA HOUSE, 20 ESPLANADE",SCARBOROUGH,NORTH YORKSHIRE,,,YO11 2AQ,Private Limited Company,Liquidation,United Kingdom,29/02/2016,FULL,19/12/2015,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
604,SHEFFIELD UNITED (HOTEL) LIMITED,06072337,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,29/01/2016,55100 - Hotels and similar accommodation,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
605,SHEFFIELD UNITED BRAMALL LANE LIMITED,10998600,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,UNITED KINGDOM,YO11 2AQ,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
606,SHEFFIELD UNITED DEVELOPMENTS LIMITED,10998648,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,UNITED KINGDOM,YO11 2AQ,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
607,SHEFFIELD UNITED GROUP LIMITED,04100991,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,02/11/2015,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
608,SHEFFIELD UNITED HOLDINGS LIMITED,10994842,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,UNITED KINGDOM,YO11 2AQ,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
609,SHEFFIELD UNITED REAL ESTATE LIMITED,10997874,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,UNITED KINGDOM,YO11 2AQ,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
610,SHEFFIELD UNITED SHIRECLIFFE LIMITED,10998589,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,UNITED KINGDOM,YO11 2AQ,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
611,SHEFFIELD UNITED VENTURES LIMITED,10997890,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,UNITED KINGDOM,YO11 2AQ,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
612,SMG (DONIBRISTLE) LIMITED,06045470,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,09/01/2016,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
613,SPC (LOMOND COURT) LIMITED,05687090,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,25/01/2016,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
614,SPC GROUP LIMITED,02313562,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,04/11/2015,70100 - Activities of head offices,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
615,STEELAND LIMITED,07184856,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,10/03/2016,99999 - Dormant Company,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
616,SUNNY DAY CAPITAL LIMITED,07207334,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,GROUP,30/03/2016,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
617,SUNNY DAY PROPERTY (NO. 1) LIMITED,06332337,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,DORMANT,02/08/2015,99999 - Dormant Company,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
618,SUNNY DAY PROPERTY (NO. 2) LIMITED,06332339,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,DORMANT,02/08/2015,99999 - Dormant Company,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
619,SUNNY DAY PROPERTY HOLDINGS LIMITED,06770410,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,10/12/2015,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
620,SUNNY DAY PROPERTY LIMITED,06770406,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,10/12/2015,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
621,SUNNY DAY PROPERTY TRADING LLP,OC401366,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Limited Liability Partnership,Active,United Kingdom,31/08/2016,DORMANT,,,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
622,SUNNY DAY TRADING,03818536,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Unlimited Company,Active,United Kingdom,31/12/2016,FULL,20/11/2015,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
623,T P PROPERTY SERVICES LIMITED,03512873,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,11/12/2015,68320 - Management of real estate on a fee or contract basis,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
624,THE SUNNY DAY (BOURNEMOUTH) LP,LP013323,20 ESPLANADE,,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Limited Partnership,Active,United Kingdom,,NO ACCOUNTS FILED,,,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
625,THE THORPE PARK LIMITED PARTNERSHIP,LP008515,EUROPA HOUSE 20,ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Limited Partnership,Active,United Kingdom,,NO ACCOUNTS FILED,,,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
626,THORPE PARK 3175 LIMITED,11065035,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,UNITED KINGDOM,YO11 2AQ,Private Limited Company,Active,United Kingdom,,NO ACCOUNTS FILED,,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
627,THORPE PARK DEVELOPMENTS LIMITED,04141504,"EUROPA HOUSE, 20 ESPLANADE",SCARBOROUGH,NORTH YORKSHIRE,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,FULL,11/12/2015,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
628,THORPE PARK HOLDINGS LIMITED,09715533,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/12/2016,GROUP,,64209 - Activities of other holding companies n.e.c.,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
629,TP 2005 LIMITED,02620557,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,DORMANT,11/04/2016,99999 - Dormant Company,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
630,UNITED SCARBOROUGH ESTATES LIMITED,05360844,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,10/02/2016,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,http://www.scarboroughgroup.com/
631,USE (BRISTOL) LIMITED,05757355,EUROPA HOUSE 20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,,YO11 2AQ,Private Limited Company,Liquidation,United Kingdom,29/02/2016,FULL,27/03/2016,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
632,USE (HANOVER HOUSE) LIMITED,05934255,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Liquidation,United Kingdom,29/02/2016,FULL,13/09/2015,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,http://www.hanover.org.uk/
633,USE (LEICESTER) LIMITED,05805362,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,04/05/2016,68100 - Buying and selling of own real estate,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
634,VICTORIA MILLS DEVELOPMENT LIMITED,05578273,EUROPA HOUSE 20,ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,28/02/2017,FULL,29/09/2015,41100 - Development of building projects,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
635,VSERV (UK) LIMITED,05220369,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/03/2017,SMALL,02/09/2015,92000 - Gambling and betting activities,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
636,VSERV GROUP LIMITED,07649200,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,26/05/2016,92000 - Gambling and betting activities,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
637,VSOFTCO LIMITED,08733799,EUROPA HOUSE,20 ESPLANADE,SCARBOROUGH,NORTH YORKSHIRE,,YO11 2AQ,Private Limited Company,Active,United Kingdom,31/03/2017,DORMANT,15/10/2015,92000 - Gambling and betting activities,,,,YO112AQ,YO11 2AQ,YO11 2AQ,54.275043999999994,-0.398913,E37000039,,E10000023,E07000168,E05006334,Website not found
638,12 BAGDALE MANAGEMENT COMPANY LIMITED,08711447,12 BAGDALE,,WHITBY,NORTH YORKSHIRE,,YO21 1QS,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,23/09/2015,98000 - Residents property management,,,,YO211QS,YO21 1QS,YO21 1QS,54.485218,-0.618454,E37000039,,E10000023,E07000168,E05006340,Website not found
639,12 BORE TAILORING LIMITED,08296464,THE OLD RECTORY,OSWALDKIRK,YORK,NORTH YORKSHIRE,,YO62 5XT,Private Limited Company,Active,United Kingdom,31/03/2017,,16/11/2015,"47990 - Other retail sale not in stores, stalls or markets",,,,YO625XT,YO62 5XT,YO62 5XT,54.203025,-1.048457,E37000039,,E10000023,E07000167,E05006314,Website not found
640,AB ALPHA DEVELOPERS LIMITED,09946050,THE OLD RECTORY,OSWALDKIRK,YORK,NORTH YORKSHIRE,UNITED KINGDOM,YO62 5XT,Private Limited Company,Active,United Kingdom,31/01/2017,,,41202 - Construction of domestic buildings,,,,YO625XT,YO62 5XT,YO62 5XT,54.203025,-1.048457,E37000039,,E10000023,E07000167,E05006314,Website not found
641,AHMC ENTERPRISES LIMITED,08383942,HALL FARM,OSWALDKIRK,YORK,,,YO62 5XT,Private Limited Company,Active,United Kingdom,31/08/2016,TOTAL EXEMPTION SMALL,31/01/2016,82990 - Other business support service activities n.e.c.,,,,YO625XT,YO62 5XT,YO62 5XT,54.203025,-1.048457,E37000039,,E10000023,E07000167,E05006314,Website not found
642,DEXTER SMITH LIMITED,04299635,THE OLD ORCHARD MANOR VIEW,OSWALDKIRK,YORK,NORTH YORKSHIRE,,YO62 5XT,Private Limited Company,Active,United Kingdom,05/04/2017,TOTAL EXEMPTION FULL,05/10/2015,70229 - Management consultancy activities other than financial management,,,,YO625XT,YO62 5XT,YO62 5XT,54.203025,-1.048457,E37000039,,E10000023,E07000167,E05006314,Website not found
643,MARRAN LTD,08956234,THE OLD ORHARD,OSWALDKIRK,YORK,,ENGLAND,YO62 5XT,Private Limited Company,Active,United Kingdom,31/03/2017,TOTAL EXEMPTION FULL,24/03/2016,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",,,,YO625XT,YO62 5XT,YO62 5XT,54.203025,-1.048457,E37000039,,E10000023,E07000167,E05006314,Website not found
644,NC TECH INSIGHT LTD,08897617,CRAG COTTAGE,OSWALDKIRK,YORK,,,YO62 5XT,Private Limited Company,Active,United Kingdom,28/02/2017,,17/02/2016,72190 - Other research and experimental development on natural sciences and engineering,,,,YO625XT,YO62 5XT,YO62 5XT,54.203025,-1.048457,E37000039,,E10000023,E07000167,E05006314,Website not found
645,12 ESPLANADE WHITBY MANAGEMENT COMPANY LIMITED,06948846,12 ESPLANADE,,WHITBY,NORTH YORKSHIRE,,YO21 3HH,Private Limited Company,Active,United Kingdom,30/06/2017,,30/06/2015,98000 - Residents property management,,,,YO213HH,YO21 3HH,YO21 3HH,54.489564,-0.61803,E37000039,,E10000023,E07000168,E05006340,Website not found
646,12 ROYAL CRESCENT (WHITBY) LIMITED,04264732,LITTLE SCALING FARM,ROXBY,SALTBURN-BY-THE-SEA,CLEVELAND,,TS13 4TX,Private Limited Company,Active,United Kingdom,31/08/2016,DORMANT,03/08/2015,98000 - Residents property management,99999 - Dormant Company,,,TS134TX,TS13 4TX,TS13 4TX,54.52226700000001,-0.835938,E37000039,,E10000023,E07000168,E05006330,Website not found
647,5 NORMANBY TERRACE MANAGEMENT LIMITED,06430767,LITTLE SCALING FARM ROXBY,EASINGTON,SALTBURN-BY-THE-SEA,,ENGLAND,TS13 4TX,Private Limited Company,Active,United Kingdom,30/11/2016,TOTAL EXEMPTION SMALL,19/11/2015,68320 - Management of real estate on a fee or contract basis,,,,TS134TX,TS13 4TX,TS13 4TX,54.52226700000001,-0.835938,E37000039,,E10000023,E07000168,E05006330,Website not found
648,CRITCHLEY MANAGEMENT COMPANY LIMITED,07165430,LITTLE SCALING FARM ROXBY,EASINGTON,SALTBURN-BY-THE-SEA,,ENGLAND,TS13 4TX,Private Limited Company,Active,United Kingdom,28/02/2017,DORMANT,23/02/2016,98000 - Residents property management,,,,TS134TX,TS13 4TX,TS13 4TX,54.52226700000001,-0.835938,E37000039,,E10000023,E07000168,E05006330,Website not found
649,EASTBURY HOUSE (WHITBY) LIMITED,02444272,LITTLE SCALING FARM ROXBY,EASINGTON,SALTBURN-BY-THE-SEA,,ENGLAND,TS13 4TX,Private Limited Company,Active,United Kingdom,31/03/2017,,03/11/2015,98000 - Residents property management,,,,TS134TX,TS13 4TX,TS13 4TX,54.52226700000001,-0.835938,E37000039,,E10000023,E07000168,E05006330,Website not found
